103,260,217,260,217,321,103,321,Chu
227,279,304,279,304,315,227,315,anh
327,325,411,325,411,383,327,383,nuoc
317,275,376,275,376,334,317,334,chi
388,269,450,269,450,338,388,338,lop
451,335,516,335,516,401,451,401,giu
460,282,502,282,502,330,460,330,12
348,398,458,398,458,457,348,457,huong
418,363,432,363,432,388,418,388,-phay-
506,312,525,312,525,333,506,333,-phay-
544,273,623,273,623,328,544,328,lam
628,283,709,283,709,325,628,325,tron
713,269,821,269,821,335,713,335,nghia
88,382,163,382,163,434,88,434,bien
90,340,152,340,152,379,90,379,vu
163,325,230,325,230,382,163,382,voi
250,327,321,327,321,383,250,383,dat
523,341,610,341,610,395,523,395,vung
622,350,691,350,691,393,622,393,chu
698,350,804,350,804,408,698,408,quyen
178,389,246,389,246,447,178,447,dao
263,403,340,403,340,453,263,453,que
106,457,176,457,176,509,106,509,Em
205,461,273,461,273,516,205,516,yeu
283,470,357,470,357,509,283,509,anh
359,470,416,470,416,516,359,516,chi
453,464,539,464,539,526,453,526,nhieu
557,464,632,464,632,528,557,528,lam
547,589,603,589,603,641,547,641,Ki
607,594,668,594,668,645,607,645,ten
545,664,625,664,625,707,545,707,TBN
