380,419,433,419,433,468,380,468,Le
450,423,529,423,529,457,450,457,Oanh
314,636,396,636,396,692,314,692,dan
320,587,415,587,415,636,320,636,toan
339,533,404,533,404,578,339,578,mo
418,611,492,611,492,684,418,684,day
426,568,518,568,518,630,426,630,dang
408,523,478,523,478,569,408,569,uoc
484,519,553,519,553,562,484,562,nho
573,502,664,502,664,572,573,572,nho
541,573,618,573,618,617,541,617,toan
504,623,546,623,546,665,504,665,lui
553,627,639,627,639,688,553,688,dich
307,683,426,683,426,750,307,750,Benh
453,674,528,674,528,713,453,713,nam
538,681,611,681,611,723,538,723,moi
605,684,670,684,670,739,605,739,chuc
212,782,283,782,283,869,212,869,tat
294,764,349,764,349,827,294,827,ca
361,722,477,722,477,789,361,789,Benh
493,716,586,716,586,767,493,767,nhan
592,731,691,731,691,815,592,815,Song
397,774,466,774,466,811,397,811,vui
480,752,555,752,555,825,480,825,Song
569,771,651,771,651,826,569,826,khoe
368,815,461,815,461,878,368,878,Hanh
466,805,531,805,531,852,466,852,phuc
540,817,582,817,582,869,540,869,tran
581,852,628,852,628,915,581,915,day
