182,177,410,177,410,317,182,317,Chuc
446,175,498,175,498,319,446,319,1
503,169,570,169,570,323,503,323,2
585,141,844,141,844,304,585,304,Toan
165,329,344,329,344,454,165,454,Xac
369,327,617,327,617,452,369,452,suat
602,338,823,338,823,454,602,454,truot
175,521,262,521,262,655,175,655,P
275,555,334,555,334,644,275,644,ai
376,562,431,562,431,635,376,635,-
469,494,522,494,522,570,469,570,A
462,616,543,616,543,674,462,674,O
574,547,625,547,625,608,574,608,-
652,503,709,503,709,604,652,604,0
357,779,454,779,454,853,357,853,Mit
