387,203,597,203,597,397,387,397,Tui
637,210,807,210,807,333,637,333,no
813,203,970,203,970,353,813,353,se
1030,210,1330,210,1330,373,1030,373,khong
1373,183,1617,183,1617,343,1373,343,xuat
1653,193,1883,193,1883,370,1653,370,hien
427,377,617,377,617,547,427,547,khi
657,403,937,403,937,563,657,563,khong
1020,380,1233,380,1233,560,1020,560,thay
1270,390,1510,390,1510,560,1270,560,duoc
1597,410,1800,410,1800,560,1597,560,mot
1833,377,2080,377,2080,530,1833,530,chut
453,567,587,567,587,740,453,740,loi
627,590,843,590,843,707,627,707,nao
