154,360,209,360,209,429,154,429,O
253,490,333,490,333,523,253,523,dan
230,436,317,436,317,475,230,475,com
224,375,308,375,308,420,224,420,nha
318,373,375,373,375,411,318,411,em
339,414,436,414,436,456,339,456,nuoc
386,365,459,365,459,401,386,401,da
108,596,218,596,218,660,108,660,Thuy
121,551,169,551,169,588,121,588,di
141,493,222,493,222,529,141,529,anh
153,439,201,439,201,475,153,475,lo
372,465,434,465,434,523,372,523,gio
449,469,510,469,510,494,449,494,em
192,551,267,551,267,578,192,578,sinh
285,530,366,530,366,578,285,578,nhat
359,577,458,577,458,626,359,626,dung
391,535,453,535,453,562,391,562,con
259,599,347,599,347,641,259,641,anh
469,570,542,570,542,609,469,609,cho
86,683,216,683,216,735,86,735,khuya
234,680,309,680,309,716,234,716,em
309,652,388,652,388,709,309,709,ve
352,740,513,740,513,785,352,785,IOU
