121,59,203,59,203,126,121,126,Noi
220,73,291,73,291,164,220,164,nay
293,117,310,117,310,146,293,146,-phay-
315,148,385,148,385,199,315,199,thu
332,82,424,82,424,127,332,127,CNT
356,217,433,217,433,278,356,278,chao
389,160,457,160,457,209,389,209,vien
426,111,436,111,436,135,426,135,-phay-
451,67,545,67,545,152,451,152,nhung
568,136,643,136,643,237,568,237,bong
556,72,660,72,660,157,556,157,phong
697,61,754,61,754,133,697,133,hoc
667,152,742,152,742,205,667,205,CNT
746,102,767,102,767,129,746,129,-phay-
237,290,296,290,296,364,237,364,chi
259,230,343,230,343,281,259,281,cuoi
280,186,300,186,300,212,280,212,-phay-
439,222,502,222,502,280,439,280,don
458,193,477,193,477,205,458,205,-phay-
594,297,688,297,688,350,594,350,canh
584,231,644,231,644,284,584,284,tro
646,189,663,189,663,211,646,211,-phay-
790,309,855,309,855,379,790,379,cay
847,344,868,344,868,373,847,373,-phay-
176,504,271,504,271,565,176,565,nho
231,477,255,477,255,499,231,499,-phay-
42,509,157,509,157,569,42,569,CNT
139,631,234,631,234,706,139,706,anh
120,588,209,588,209,660,120,660,ngoi
146,546,165,546,165,566,146,566,-phay-
75,212,148,212,148,284,75,284,luon
73,149,142,149,142,192,73,192,san
157,148,275,148,275,240,157,240,truong
498,158,556,158,556,199,498,199,san
722,224,790,224,790,274,722,274,cua
738,170,758,170,758,189,738,189,-
761,170,802,170,802,209,761,209,er
160,222,240,222,240,280,160,280,mim
504,294,581,294,581,354,504,354,khoi
523,242,577,242,577,290,523,290,su
660,234,717,234,717,280,660,280,ve
53,433,120,433,120,495,53,495,mo
66,362,135,362,135,435,66,435,dat
67,297,135,297,135,351,67,351,cac
143,293,225,293,225,350,143,350,anh
343,296,427,296,427,347,343,347,Buoc
398,423,464,423,464,490,398,490,dau
383,353,506,353,506,451,383,451,nhung
430,309,482,309,482,353,430,353,rap
692,294,776,294,776,379,692,379,cong
138,426,234,426,234,504,138,504,khac
165,363,256,363,256,422,165,422,chan
275,414,382,414,382,492,275,492,chien
296,351,364,351,364,414,296,414,den
528,351,610,351,610,413,528,413,chan
634,363,695,363,695,422,634,422,troi
691,422,779,422,779,480,691,480,than
714,372,817,372,817,448,714,448,rong
768,70,834,70,834,155,768,155,goc
489,429,556,429,556,482,489,482,voi
566,422,650,422,650,483,566,483,tinh
787,424,858,424,858,477,787,477,cua
230,566,318,566,318,629,230,629,nha
277,506,331,506,331,561,277,561,ve
359,508,473,508,473,558,359,558,CNT
467,566,537,566,537,612,467,612,bat
483,505,540,505,540,562,483,562,va
525,618,638,618,638,662,525,662,CNT
549,558,625,558,625,606,549,606,cu
571,493,631,493,631,552,571,552,tro
638,552,725,552,725,612,638,612,khi
644,499,701,499,701,549,644,549,ve
722,487,828,487,828,549,722,549,tham
26,648,127,648,127,720,26,720,the
37,578,101,578,101,647,37,647,lai
367,684,451,684,451,752,367,752,cac
366,619,480,619,480,676,366,676,nhe
343,575,426,575,426,650,343,650,nay
736,562,814,562,814,606,736,606,nao
783,612,894,612,894,692,783,692,rong
831,561,878,561,878,606,831,606,co
255,626,332,626,332,694,255,694,chi
662,613,766,613,766,657,662,657,luon
9,725,86,725,86,789,9,789,cua
114,703,199,703,199,782,114,782,don
222,700,344,700,344,812,222,812,mung
471,672,559,672,559,755,471,755,ban
606,678,666,678,666,729,606,729,12
667,681,697,681,697,706,667,706,-
662,744,701,744,701,768,662,768,-
707,723,960,723,960,770,707,770,211512015
701,675,761,675,761,719,701,719,15
