1172,197,1483,197,1483,355,1172,355,moi
1464,321,1560,321,1560,404,1464,404,No
1523,184,1733,184,1733,369,1523,369,trg
461,509,1268,509,1268,671,461,671,enviroment
1461,531,1532,531,1532,636,1461,636,-
1540,500,1738,500,1738,649,1540,649,moi
1760,474,1931,474,1931,693,1760,693,trg
478,1251,1163,1251,1163,1444,478,1444,biodiversity
448,1088,1185,1088,1185,1233,448,1233,atmosphere
470,917,663,917,663,1080,470,1080,air
500,733,733,733,733,873,500,873,air
702,878,1189,878,1189,1123,702,1123,pollution
755,737,821,737,821,847,755,847,-
1189,930,1259,930,1259,1018,1189,1018,-
1180,1308,1246,1308,1246,1413,1180,1413,-
1255,1141,1303,1141,1303,1251,1255,1251,-
1009,1518,1075,1518,1075,1602,1009,1602,-
1299,1698,1356,1698,1356,1817,1299,1817,-
1044,2076,1110,2076,1110,2203,1044,2203,-
1140,2043,1345,2043,1345,2235,1140,2235,han
1159,1931,1229,1931,1229,2027,1159,2027,-
799,2278,904,2278,904,2400,799,2400,-
1268,2664,1316,2664,1316,2795,1268,2795,-
1268,2471,1334,2471,1334,2589,1268,2589,-
1751,2866,1821,2866,1821,2962,1751,2962,-
865,680,1058,680,1058,860,865,860,ko
1093,689,1325,689,1325,847,1093,847,khi
1255,873,1334,873,1334,1036,1255,1036,o
1343,851,1672,851,1672,1040,1343,1040,nhiem
1676,829,1830,829,1830,1036,1676,1036,ko
1865,821,2128,821,2128,1014,1865,1014,khi
1299,1273,1492,1273,1492,1431,1299,1431,da
1325,1066,1575,1066,1575,1246,1325,1246,khi
1532,1044,1909,1044,1909,1290,1532,1290,quyen
1510,1265,1763,1265,1763,1453,1510,1453,dang
1815,1268,2095,1268,2095,1410,1815,1410,sinh
2108,1233,2308,1233,2308,1458,2108,1458,hoc
465,1458,953,1458,953,1648,465,1648,climate
1133,1440,1348,1440,1348,1620,1133,1620,khi
1361,1438,1576,1438,1576,1640,1361,1640,hau
453,1650,870,1650,870,1828,453,1828,climate
913,1653,1278,1653,1278,1868,913,1868,change
1363,1650,1603,1650,1603,1808,1363,1808,bien
1606,1615,1796,1615,1796,1800,1606,1800,doi
1832,1621,2079,1621,2079,1798,1832,1798,khi
2080,1610,2295,1610,2295,1813,2080,1813,hau
438,1835,1150,1835,1150,2008,438,2008,destruction
1238,1865,1413,1865,1413,2028,1238,2028,su
1433,1850,1615,1850,1615,2078,1433,2078,pha
1633,1818,1855,1818,1855,2050,1633,2050,huy
533,2040,1018,2040,1018,2255,533,2255,draught
1380,2040,1603,2040,1603,2185,1380,2185,han
498,2250,790,2250,790,2430,498,2430,dust
940,2255,1148,2255,1148,2430,940,2430,bui
508,2450,1235,2450,1235,2638,508,2638,Ecosystem
1355,2415,1543,2415,1543,2625,1355,2625,he
1565,2423,1815,2423,1815,2583,1565,2583,sinh
1870,2395,2078,2395,2078,2560,1870,2560,thai
488,2643,915,2643,915,2813,488,2813,Forest
958,2615,1198,2615,1198,2785,958,2785,fire
1363,2623,1648,2623,1648,2833,1363,2833,chay
1678,2580,1973,2580,1973,2823,1678,2823,rung
470,2820,1193,2820,1193,3048,470,3048,greenhouse
1265,2823,1683,2823,1683,2978,1265,2978,effect
1858,2792,2082,2792,2082,3000,1858,3000,hieu
2070,2771,2292,2771,2292,3003,2070,3003,ung
2326,2794,2510,2794,2510,2958,2326,2958,nha
2529,2776,2763,2776,2763,2966,2529,2966,kinh
514,343,677,343,677,444,514,444,Date
