1189,568,1404,568,1404,730,1189,730,do
1422,527,1652,527,1652,730,1422,730,uong
380,888,892,888,892,1039,380,1039,chocolate
907,873,1197,873,1197,1020,907,1020,milk
1370,877,1498,877,1498,1012,1370,1012,so
1520,877,1645,877,1645,1009,1520,1009,co
1656,835,1814,835,1814,1020,1656,1020,la
1840,847,2043,847,2043,1009,1840,1009,sua
425,1080,787,1080,787,1238,425,1238,cocoa
963,1099,1129,1099,1129,1208,963,1208,ca
1129,1099,1313,1099,1313,1219,1129,1219,cao
414,1249,726,1249,726,1419,414,1419,fruit
764,1264,1073,1264,1073,1456,764,1456,juice
1118,1438,1295,1438,1295,1569,1118,1569,tra
1152,1276,1283,1276,1283,1400,1152,1400,nc
1279,1227,1471,1227,1471,1385,1279,1385,hoa
1490,1238,1693,1238,1693,1422,1490,1422,qua
463,1765,1039,1765,1039,1972,463,1972,lemonade
455,1603,726,1603,726,1784,455,1784,iced
440,1486,760,1486,760,1629,440,1629,green
775,1626,975,1626,975,1776,775,1776,tea
779,1453,948,1453,948,1592,779,1592,tea
1302,1445,1588,1445,1588,1581,1302,1581,xanh
1118,1614,1310,1614,1310,1788,1118,1788,tra
1321,1622,1505,1622,1505,1761,1321,1761,da
1084,2002,1351,2002,1351,2145,1084,2145,sinh
1167,1848,1287,1848,1287,1946,1167,1946,nc
1302,1803,1667,1803,1667,1961,1302,1961,chanh
410,2010,963,2010,963,2164,410,2164,smoothie
1396,2002,1569,2002,1569,2145,1396,2145,to
489,2190,828,2190,828,2344,489,2344,wine
1020,2217,1332,2217,1332,2371,1020,2371,ruou
