400,130,605,130,605,290,400,290,Rai
647,163,858,163,858,294,647,294,mot
933,110,1187,110,1187,249,933,249,chut
1254,102,1471,102,1471,267,1254,267,cam
1487,115,1618,115,1618,265,1487,265,co
1647,198,1690,198,1690,278,1647,278,-phay-
1695,91,1861,91,1861,249,1695,249,tim
1920,120,2059,120,2059,291,1920,291,tui
401,313,551,313,551,444,401,444,no
580,326,853,326,853,513,580,513,khong
906,286,1094,286,1094,449,906,449,can
1147,321,1342,321,1342,476,1147,476,phai
1398,316,1551,316,1551,487,1398,487,loi
1487,479,1685,479,1685,612,1487,612,tiec
1553,358,1693,358,1693,441,1553,441,ao
420,489,711,489,711,631,420,631,Nhieu
770,516,949,516,949,642,770,642,khi
992,511,1147,511,1147,631,992,631,tao
1233,473,1439,473,1439,644,1233,644,thay
1735,484,1973,484,1973,628,1735,628,niem
2024,473,2230,473,2230,620,2024,620,than
2278,476,2393,476,2393,626,2278,626,ai
457,687,602,687,602,810,457,810,ma
650,714,816,714,816,832,650,832,tao
856,682,1056,682,1056,829,856,829,da
1032,711,1198,711,1198,869,1032,869,voi
1254,698,1457,698,1457,829,1254,829,trao
