885,226,1033,226,1033,370,885,370,Ai
1083,210,1235,210,1235,366,1083,366,ve
1313,218,1577,218,1577,350,1313,350,tren
1609,161,1840,161,1840,346,1609,346,pho
1881,177,2083,177,2083,346,1881,346,hai
2108,173,2354,173,2354,354,2108,354,ben
2429,214,2708,214,2708,408,2429,408,hang
2750,226,2951,226,2951,403,2750,403,cay
959,449,1190,449,1190,605,959,605,Mai
1218,420,1367,420,1367,605,1218,605,co
1379,445,1531,445,1531,597,1379,597,le
1568,399,1700,399,1700,585,1568,585,la
1758,440,1865,440,1865,593,1758,593,1
1939,440,2215,440,2215,626,1939,626,ngay
2264,399,2548,399,2548,601,2264,601,nang
2585,383,2832,383,2832,568,2585,568,khac
1004,659,1321,659,1321,885,1004,885,Hong
1391,646,1622,646,1622,815,1391,815,tan
1696,667,1791,667,1791,794,1696,794,1
1844,622,2091,622,2091,794,1844,794,doa
2132,580,2404,580,2404,786,2132,786,nam
2441,630,2684,630,2684,819,2441,819,trong
2766,609,2968,609,2968,778,2766,778,ban
3025,601,3198,601,3198,815,3025,815,tay
