565,5,880,5,880,265,565,265,Anh
950,0,1345,0,1345,250,950,250,nang
937,262,1280,262,1280,521,937,521,nang
2405,227,2771,227,2771,498,2405,498,buong
570,259,860,259,860,472,570,472,Anh
1755,301,2045,301,2045,522,1755,522,cung
2814,272,3162,272,3162,486,2814,486,xuong
1363,282,1671,282,1671,475,1363,475,cuoi
1645,525,1999,525,1999,706,1645,706,them
1293,535,1582,535,1582,734,1293,734,thay
2088,546,2351,546,2351,725,2088,725,mot
2106,277,2359,277,2359,453,2106,453,dan
861,531,1189,531,1189,747,861,747,Bong
3143,470,3364,470,3364,649,3143,649,trat
2821,471,3096,471,3096,708,2821,708,dang
2395,535,2540,535,2540,775,2395,775,ly
2561,526,2761,526,2761,698,2561,698,tra
