650,300,1015,300,1015,600,650,600,Cho
1090,275,1375,275,1375,575,1090,575,du
1415,315,1830,315,1830,650,1415,650,may
2446,259,2874,259,2874,565,2446,565,luoi
1195,1078,1594,1078,1594,1352,1195,1352,may
2198,334,2350,334,2350,527,2198,527,le
3085,661,3377,661,3377,896,3085,896,kho
2046,975,2437,975,2437,1332,2046,1332,tung
2891,306,3164,306,3164,485,2891,485,ren
718,741,1034,741,1034,949,718,949,khi
1987,614,2404,614,2404,1004,1987,1004,tung
1171,722,1465,722,1465,938,1171,938,ma
2561,1070,2917,1070,2917,1284,2561,1284,trai
1687,1038,1983,1038,1983,1299,1687,1299,da
3263,1067,3502,1067,3502,1312,3263,1312,san
1675,691,1977,691,1977,964,1675,964,da
2978,1044,3226,1044,3226,1240,2978,1240,va
759,1085,1085,1085,1085,1400,759,1400,Tay
1478,855,1574,855,1574,1018,1478,1018,y
1917,287,2119,287,2119,566,1917,566,co
2470,660,2985,660,2985,985,2470,985,ngheo
