203,217,440,217,440,430,203,430,Dep
467,240,740,240,740,373,467,373,hon
777,240,1050,240,1050,380,777,380,hoa
1130,220,1413,220,1413,420,1130,420,trong
1493,190,1803,190,1803,373,1493,373,vuon
487,437,723,437,723,617,487,617,Doi
803,430,997,430,997,607,803,607,khi
1037,453,1300,453,1300,590,1037,590,nhu
1343,413,1530,413,1530,580,1343,580,Bac
1570,420,1747,420,1747,580,1570,580,si
220,670,473,670,473,823,220,823,Moi
547,653,817,653,817,810,547,810,moc
920,627,1153,627,1153,803,920,803,het
1227,660,1427,660,1427,823,1227,823,tam
1527,693,1773,693,1773,813,1527,813,can
1970,657,2193,657,2193,833,1970,833,Mac
2237,637,2407,637,2407,823,2237,823,ke
317,883,653,883,653,1093,317,1093,nguoi
713,920,990,920,990,1073,713,1073,khac
1067,863,1427,863,1427,1087,1067,1087,nguoi
1520,863,1797,863,1797,1043,1520,1043,khac
1853,850,2190,850,2190,1097,1853,1097,nghi
