376,77,577,77,577,245,376,245,Tui
628,58,771,58,771,212,628,212,no
851,73,1001,73,1001,223,851,223,se
1027,44,1279,44,1279,237,1027,237,phan
1337,37,1516,37,1516,216,1337,216,xet
1553,55,1801,55,1801,234,1553,234,may
369,256,614,256,614,435,369,435,Bang
647,270,775,270,775,398,647,398,tu
829,263,1052,263,1052,460,829,460,duy
1085,278,1403,278,1403,424,1085,424,chua
1436,259,1648,259,1648,457,1436,457,qua
1681,274,1834,274,1834,464,1681,464,lop
1878,267,2097,267,2097,413,1878,413,choi
376,479,599,479,599,661,376,661,May
796,493,1019,493,1019,647,796,647,nga
1012,661,1136,661,1136,796,1012,796,ca
983,563,1041,563,1041,650,983,650,-phay-
1041,486,1224,486,1224,639,1041,639,tu
1191,639,1374,639,1374,829,1191,829,dop
1260,475,1425,475,1425,614,1260,614,no
1461,468,1713,468,1713,610,1461,610,cuoi
1754,475,1845,475,1845,599,1754,599,to
1867,559,1911,559,1911,621,1867,621,-phay-
1922,457,2188,457,2188,599,1922,599,mom
650,497,775,497,775,592,650,592,m
376,680,511,680,511,785,376,785,no
552,672,687,672,687,807,552,807,ha
727,687,968,687,968,782,727,782,nhu
1429,658,1644,658,1644,829,1429,829,moi
