50,151,159,151,159,218,50,218,Tan
175,155,291,155,291,241,175,241,cung
294,170,380,170,380,227,294,227,cua
397,162,478,162,478,231,397,231,noi
490,159,576,159,576,229,490,229,nho
595,184,646,184,646,232,595,232,co
656,175,720,175,720,235,656,235,co
54,222,148,222,148,294,54,294,biet
164,228,218,228,218,295,164,295,la
234,234,294,234,294,323,234,323,gi
319,244,453,244,453,330,319,330,khong
468,241,500,241,500,300,468,300,-
7,348,45,348,45,381,7,381,-
48,317,110,317,110,380,48,380,La
120,332,229,332,229,406,120,406,ngay
240,397,368,397,368,454,240,454,minh
253,329,333,329,333,390,253,390,dai
349,329,402,329,402,395,349,395,cu
400,408,459,408,459,444,400,444,co
425,346,492,346,492,389,425,389,troi
475,397,564,397,564,452,475,452,thoi
519,348,589,348,589,395,519,395,em
582,403,652,403,652,443,582,443,oo
596,336,674,336,674,393,596,393,chi
41,396,148,396,148,471,41,471,nghi
164,396,222,396,222,450,164,450,ve
430,523,484,523,484,579,430,579,-
485,536,571,536,571,592,485,592,ngoc
570,520,682,520,682,590,570,590,tuyen
