967,1427,1117,1427,1117,1573,967,1573,Con
1133,1438,1270,1438,1270,1578,1133,1578,tim
1167,1740,1390,1740,1390,1873,1167,1873,chieu
1227,1580,1357,1580,1357,1753,1227,1753,gu
1302,1453,1385,1453,1385,1577,1302,1577,bi
1407,1440,1543,1440,1543,1563,1407,1563,troi
1570,1417,1750,1417,1750,1597,1570,1597,dang
1007,1590,1210,1590,1210,1730,1007,1730,gam
1583,1737,1780,1737,1780,1890,1583,1890,khong
1627,1597,1800,1597,1800,1720,1627,1720,Dam
987,2013,1140,2013,1140,2133,987,2133,qua
997,1867,1087,1867,1087,1983,997,1983,la
973,1750,1147,1750,1147,1877,973,1877,may
1287,1893,1400,1893,1400,1997,1287,1997,cua
1437,1883,1670,1883,1670,1997,1437,1997,chieu
1413,1760,1557,1760,1557,1897,1413,1897,nay
1100,1907,1260,1907,1260,2023,1100,2023,may
1100,2143,1277,2143,1277,2270,1100,2270,Anh
1287,2137,1473,2137,1473,2257,1287,2257,chi
1530,2270,1720,2270,1720,2413,1530,2413,dieu
1483,2143,1710,2143,1710,2263,1483,2263,muon
1150,2277,1297,2277,1297,2380,1150,2380,noi
1300,2387,1380,2387,1380,2507,1300,2507,la
1353,2291,1506,2291,1506,2414,1353,2414,mot
