1024,642,1174,642,1174,783,1024,783,Bo
1211,642,1435,642,1435,783,1211,783,phan
1435,639,1559,639,1559,749,1435,749,co
1592,609,1786,609,1786,749,1592,749,the
365,1000,612,1000,612,1148,365,1148,Back
381,856,589,856,589,1000,381,1000,Arm
773,870,977,870,977,980,773,980,canh
1014,860,1144,860,1144,1020,1014,1020,tay
846,997,1054,997,1054,1164,846,1164,lung
358,1308,642,1308,642,1455,358,1455,Blood
371,1164,636,1164,636,1335,371,1335,Belly
850,1325,1081,1325,1081,1439,850,1439,mau
877,1168,1094,1168,1094,1328,877,1328,bung
345,1472,632,1472,632,1606,345,1606,Bone
850,1783,1027,1783,1027,1907,850,1907,nao
883,1643,1091,1643,1091,1773,883,1773,mong
863,1492,1097,1492,1097,1633,863,1633,xuong
385,1763,679,1763,679,1904,385,1904,Brain
378,1633,693,1633,693,1766,378,1766,Bottom
378,2231,696,2231,696,2402,378,2402,finger
395,2094,555,2094,555,2218,395,2218,ear
391,1940,639,1940,639,2071,391,2071,chest
729,2091,880,2091,880,2221,729,2221,tai
813,1950,987,1950,987,2108,813,2108,nguc
1037,1930,1188,1930,1188,2104,1037,2104,long
1188,1944,1365,1944,1365,2111,1188,2111,nguc
1552,877,1840,877,1840,997,1552,997,mouth
1917,870,2168,870,2168,1024,1917,1024,mieng
1552,1027,1780,1027,1780,1134,1552,1134,neck
1873,1161,2078,1161,2078,1291,1873,1291,mui
1873,1020,2064,1020,2064,1137,1873,1137,co
1542,1318,1960,1318,1960,1455,1542,1455,shoulder
1552,1194,1786,1194,1786,1281,1552,1281,nose
1964,1469,2118,1469,2118,1602,1964,1602,lan
2051,1348,2198,1348,2198,1442,2051,1442,vai
1582,1623,1850,1623,1850,1793,1582,1793,Thigh
1569,1479,1840,1479,1840,1599,1569,1599,skin
2121,1479,2248,1479,2248,1609,2121,1609,da
1944,1636,2134,1636,2134,1756,1944,1756,dui
1683,1756,1867,1756,1867,1900,1683,1900,toe
1930,1800,2141,1800,2141,1947,1930,1947,ngon
2138,1927,2342,1927,2342,2074,2138,2074,luoi
2158,1803,2369,1803,2369,1930,2158,1930,chan
1696,1924,2011,1924,2011,2101,1696,2101,tongue
1696,2104,1974,2104,1974,2225,1696,2225,tooth
1676,2282,1977,2282,1977,2415,1676,2415,waist
2027,2278,2215,2278,2215,2442,2027,2442,vong
2047,2124,2275,2124,2275,2288,2047,2288,rang
2215,2302,2318,2302,2318,2412,2215,2412,eo
679,2559,853,2559,853,2717,679,2717,toc
743,2409,897,2409,897,2549,743,2549,ban
763,2262,950,2262,950,2442,763,2442,ngon
960,2255,1104,2255,1104,2429,960,2429,tay
335,2543,562,2543,562,2703,335,2703,hair
368,2399,579,2399,579,2522,368,2522,foot
907,2425,1114,2425,1114,2556,907,2556,chan
331,2717,555,2717,555,2877,331,2877,head
672,2727,866,2727,866,2874,672,2874,dau
361,2877,649,2877,649,3034,361,3034,heart
769,2894,933,2894,933,3048,769,3048,trai
953,2911,1101,2911,1101,3044,953,3044,tim
355,3352,525,3352,525,3570,355,3570,lip
345,3185,535,3185,535,3382,345,3382,leg
314,3048,492,3048,492,3222,314,3222,hip
592,3222,833,3222,833,3366,592,3366,chan
589,3064,826,3064,826,3248,589,3248,hong
639,3406,846,3406,846,3550,639,3550,moi
